0,
0.132,9.02056e-16,5,4.99202,7.97963e-05
0.133,7.56339e-16,5,4.9924,7.59964e-05
0.134,9.57567e-16,5,4.99276,7.23776e-05
0.135,1.31839e-15,5,4.99311,6.8931e-05
0.136,1.32533e-15,5,4.99344,6.56486e-05
0.137,1.63064e-15,5,4.99375,6.25225e-05
0.138,1.1588e-15,5,4.99405,5.95452e-05
0.139,9.22873e-16,5,4.99433,5.67097e-05
0.14,1.1588e-15,5,4.9946,5.40092e-05
0.141,1.16573e-15,5,4.99486,5.14374e-05
0.142,1.85962e-15,5,4.9951,4.8988e-05
0.143,8.67362e-16,5,4.99533,4.66552e-05
0.144,9.36751e-16,5,4.99556,4.44335e-05
0.145,2.01922e-15,5,4.99577,4.23177e-05
0.146,1.48492e-15,5,4.99597,4.03025e-05
0.147,7.56339e-16,5,4.99616,3.83834e-05
0.148,1.29757e-15,5,4.99634,3.65556e-05
0.149,8.88178e-16,5,4.99652,3.48148e-05
0.15,1.08247e-15,5,4.99668,3.3157e-05
0.151,8.04912e-16,5,4.99684,3.15781e-05
0.152,1.34615e-15,5,4.99699,3.00744e-05
0.153,1.81105e-15,5,4.99714,2.86423e-05
0.154,1.04083e-15,5,4.99727,2.72783e-05
0.155,1.22125e-15,5,4.9974,2.59794e-05
0.156,1.57513e-15,5,4.99753,2.47423e-05
0.157,1.56819e-15,5,4.99764,2.35641e-05
0.158,8.46545e-16,5,4.99776,2.2442e-05
0.159,8.74301e-16,5,4.99786,2.13733e-05
0.16,1.1588e-15,5,4.99796,2.03555e-05
0.161,1.08941e-15,5,4.99806,1.93862e-05
0.162,7.70217e-16,5,4.99815,1.84631e-05
0.163,9.71445e-16,5,4.99824,1.75839e-05
0.164,1.45717e-15,5,4.99833,1.67465e-05
0.165,1.16573e-15,5,4.99841,1.59491e-05
0.166,9.22873e-16,5,4.99848,1.51896e-05
0.167,1.41553e-15,5,4.99855,1.44663e-05
0.168,2.04697e-15,5,4.99862,1.37774e-05
0.169,1.25594e-15,5,4.99869,1.31213e-05
0.17,1.04777e-15,5,4.99875,1.24965e-05
0.171,1.8735e-15,5,4.99881,1.19014e-05
0.172,1.09635e-15,5,4.99887,1.13347e-05
0.173,1.4086e-15,5,4.99892,1.0795e-05
0.174,1.49186e-15,5,4.99897,1.02809e-05
0.175,1.61676e-15,5,4.99902,9.79135e-06
0.176,8.39606e-16,5,4.99907,9.3251e-06
0.177,1.54737e-15,5,4.99911,8.88104e-06
0.178,1.249e-15,5,4.99915,8.45814e-06
0.179,6.66134e-16,5,4.99919,8.05537e-06
0.18,8.32667e-16,5,4.99923,7.67178e-06
0.181,1.07553e-15,5,4.99927,7.30646e-06
0.182,8.39606e-16,5,4.9993,6.95853e-06
0.183,1.07553e-15,5,4.99934,6.62717e-06
0.184,1.81799e-15,5,4.99937,6.31159e-06
0.185,1.29063e-15,5,4.9994,6.01104e-06
0.186,1.21431e-15,5,4.99943,5.7248e-06
0.187,1.22125e-15,5,4.99945,5.45219e-06
0.188,1.20043e-15,5,4.99948,5.19256e-06
0.189,1.50574e-15,5,4.99951,4.9453e-06
0.19,1.20043e-15,5,4.99953,4.70981e-06
0.191,9.99201e-16,5,4.99955,4.48553e-06
0.192,1.11022e-15,5,4.99957,4.27193e-06
0.193,1.72085e-15,5,4.99959,4.06851e-06
0.194,1.45023e-15,5,4.99961,3.87477e-06
0.195,1.45023e-15,5,4.99963,3.69026e-06
0.196,1.49186e-15,5,4.99965,3.51453e-06
0.197,1.99146e-15,5,4.99967,3.34717e-06
0.198,9.15934e-16,5,4.99968,3.18778e-06
0.199,1.06859e-15,5,4.9997,3.03598e-06
0.201,1.80411e-15,5,4.99971,2.89141e-06
